ISSN,Full Title,SCI/SCIE,Impact Factor,Rank,Category
0889-5899,OSTOMY WOUND MANAGEMENT,SCIE,1.176,124,SURGERY
1445-1433,ANZ JOURNAL OF SURGERY,SCI,1.158,125,SURGERY
0014-312X,EUROPEAN SURGICAL RESEARCH,SCI,1.154,126,SURGERY
0256-7040,CHILDS NERVOUS SYSTEM,SCI,1.080,127,SURGERY
2193-6331,JOURNAL OF NEUROLOGICAL SURGERY PART B-SKULL BASE,SCIE,1.079,128,SURGERY
1067-2516,JOURNAL OF FOOT & ANKLE SURGERY,SCIE,1.066,129,SURGERY
0364-216X,AESTHETIC PLASTIC SURGERY,SCIE,1.065,130,SURGERY
0094-1298,CLINICS IN PLASTIC SURGERY,SCIE,1.065,130,SURGERY
0268-8697,BRITISH JOURNAL OF NEUROSURGERY,SCIE,1.063,132,SURGERY
1195-2199,CANADIAN JOURNAL OF PLASTIC SURGERY,SCIE,1.053,133,SURGERY
1545-1569,CLEFT PALATE-CRANIOFACIAL JOURNAL,SCI,1.050,134,SURGERY
0890-5096,ANNALS OF VASCULAR SURGERY,SCI,1.045,135,SURGERY
1425-9524,ANNALS OF TRANSPLANTATION,SCIE,1.032,136,SURGERY
1530-4515,SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES,SCI,1.019,137,SURGERY
0179-0358,PEDIATRIC SURGERY INTERNATIONAL,SCIE,1.010,138,SURGERY
0009-739X,CIRUGIA ESPANOLA,SCIE,1.000,139,SURGERY
0894-1939,JOURNAL OF INVESTIGATIVE SURGERY,SCIE,1.000,139,SURGERY
1476-4172,JOURNAL OF COSMETIC AND LASER THERAPY,SCIE,1.000,139,SURGERY
0740-9303,OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY,SCIE,0.991,142,SURGERY
2233-7903,JOURNAL OF THE KOREAN SURGICAL SOCIETY,,0.973,143,SURGERY
1526-9248,PROGRESS IN TRANSPLANTATION,SCIE,0.971,144,SURGERY
0171-6425,THORACIC AND CARDIOVASCULAR SURGEON,SCI,0.957,145,SURGERY
1895-4588,VIDEOSURGERY AND OTHER MINIINVASIVE TECHNIQUES,SCIE,0.920,146,SURGERY
1015-9584,ASIAN JOURNAL OF SURGERY,SCIE,0.912,147,SURGERY
0026-4733,MINERVA CHIRURGICA,SCIE,0.877,148,SURGERY
0041-1345,TRANSPLANTATION PROCEEDINGS,SCI,0.867,149,SURGERY
1305-8282,EKLEM HASTALIKLARI VE CERRAHISI-JOINT DISEASES AND RELATED SURGERY,SCIE,0.845,150,SURGERY
2213-333X,JOURNAL OF VASCULAR SURGERY-VENOUS AND LYMPHATIC DISORDERS,SCIE,0.833,151,SURGERY
0972-9941,JOURNAL OF MINIMAL ACCESS SURGERY,SCIE,0.830,152,SURGERY
1086-8089,JSLS-JOURNAL OF THE SOCIETY OF LAPAROENDOSCOPIC SURGEONS,SCIE,0.814,153,SURGERY
0172-6390,HEPATO-GASTROENTEROLOGY,SCI,0.792,154,SURGERY
2000-656X,JOURNAL OF PLASTIC SURGERY AND HAND SURGERY,SCIE,0.791,155,SURGERY
0886-0440,JOURNAL OF CARDIAC SURGERY,SCIE,0.783,156,SURGERY
1066-8969,INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY,SCIE,0.782,157,SURGERY
1538-5744,VASCULAR AND ENDOVASCULAR SURGERY,SCIE,0.782,157,SURGERY
0003-1348,AMERICAN SURGEON,SCIE,0.769,159,SURGERY
2288-6575,ANNALS OF SURGICAL TREATMENT AND RESEARCH,SCIE,0.730,160,SURGERY
2193-6315,JOURNAL OF NEUROLOGICAL SURGERY PART A-CENTRAL EUROPEAN NEUROSURGERY,SCIE,0.723,161,SURGERY
1531-0043,CLINICS IN COLON AND RECTAL SURGERY,SCIE,0.714,162,SURGERY
1049-2275,JOURNAL OF CRANIOFACIAL SURGERY,SCI,0.700,163,SURGERY
0722-1819,HANDCHIRURGIE MIKROCHIRURGIE PLASTISCHE CHIRURGIE,SCIE,0.692,164,SURGERY
1341-1098,ANNALS OF THORACIC AND CARDIOVASCULAR SURGERY,SCIE,0.658,165,SURGERY
0028-3770,NEUROCHIRURGIE,SCIE,0.644,166,SURGERY
0044-409X,ZENTRALBLATT FUR CHIRURGIE,SCIE,0.638,167,SURGERY
0736-6825,FACIAL PLASTIC SURGERY,SCIE,0.631,168,SURGERY
0009-4722,CHIRURG,SCI,0.630,169,SURGERY
0895-7967,SEMINARS IN VASCULAR SURGERY,SCIE,0.620,170,SURGERY
1064-7406,FACIAL PLASTIC SURGERY CLINICS OF NORTH AMERICA,SCIE,0.614,171,SURGERY
0470-8105,NEUROLOGIA MEDICO-CHIRURGICA,SCIE,0.612,172,SURGERY
1092-9088,COMPUTER AIDED SURGERY,SCIE,0.606,173,SURGERY
2005-3711,JOURNAL OF KOREAN NEUROSURGICAL SOCIETY,SCIE,0.599,174,SURGERY
0294-1260,ANNALES DE CHIRURGIE PLASTIQUE ESTHETIQUE,SCIE,0.581,175,SURGERY
0177-5537,UNFALLCHIRURG,SCIE,0.581,175,SURGERY
0102-8650,ACTA CIRURGICA BRASILEIRA,SCIE,0.580,177,SURGERY
1022-5536,JOURNAL OF ORTHOPAEDIC SURGERY,SCIE,0.542,178,SURGERY
1682-8631,EUROPEAN SURGERY-ACTA CHIRURGICA AUSTRIACA,SCIE,0.533,179,SURGERY
0102-7638,REVISTA BRASILEIRA DE CIRURGIA CARDIOVASCULAR,SCIE,0.526,180,SURGERY
0973-6042,INTERNATIONAL JOURNAL OF SHOULDER SURGERY,SCIE,0.519,181,SURGERY
1019-5149,TURKISH NEUROSURGERY,SCIE,0.508,182,SURGERY
0020-8868,INTERNATIONAL SURGERY,SCIE,0.500,183,SURGERY
1535-2188,SEMINARS IN PLASTIC SURGERY,SCIE,0.483,184,SURGERY
0038-2361,SOUTH AFRICAN JOURNAL OF SURGERY,SCIE,0.462,185,SURGERY
1044-7946,WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE,SCIE,0.450,186,SURGERY
1297-3203,CHIRURGIE DE LA MAIN,,0.439,187,SURGERY
1130-1473,NEUROCIRUGIA,SCIE,0.410,188,SURGERY
0003-469X,ANNALI ITALIANI DI CHIRURGIA,SCIE,0.395,189,SURGERY
0001-5458,ACTA CHIRURGICA BELGICA,SCIE,0.394,190,SURGERY
1060-1872,OPERATIVE TECHNIQUES IN SPORTS MEDICINE,SCIE,0.365,191,SURGERY
0972-2068,INDIAN JOURNAL OF SURGERY,SCIE,0.353,192,SURGERY
1098-3511,HEART SURGERY FORUM,SCIE,0.343,193,SURGERY
1016-2291,PEDIATRIC NEUROSURGERY,SCI,0.245,194,SURGERY
1210-7859,CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE,SCIE,0.209,195,SURGERY
0933-811X,ENDOSKOPIE HEUTE,SCIE,0.188,196,SURGERY
0009-7411,CIRUGIA Y CIRUJANOS,SCIE,0.137,197,SURGERY
1301-5680,TURK GOGUS KALP DAMAR CERRAHISI DERGISI-TURKISH JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,SCIE,0.120,198,SURGERY
1195-2199,PLASTIC SURGERY,SCIE,0.022,199,SURGERY
1553-877X,IEEE COMMUNICATIONS SURVEYS AND TUTORIALS,SCI,9.220,1,TELECOMMUNICATIONS
0163-6804,IEEE COMMUNICATIONS MAGAZINE,SCI,5.125,2,TELECOMMUNICATIONS
1536-1284,IEEE WIRELESS COMMUNICATIONS,SCI,4.148,3,TELECOMMUNICATIONS
0733-8716,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,SCI,3.672,4,TELECOMMUNICATIONS
1066-2243,INTERNET RESEARCH,SCIE,3.017,5,TELECOMMUNICATIONS
1536-1276,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,SCI,2.925,6,TELECOMMUNICATIONS
0890-8044,IEEE NETWORK,SCI,2.899,7,TELECOMMUNICATIONS
1556-6072,IEEE VEHICULAR TECHNOLOGY MAGAZINE,SCIE,2.783,8,TELECOMMUNICATIONS
0733-8724,JOURNAL OF LIGHTWAVE TECHNOLOGY,SCI,2.567,9,TELECOMMUNICATIONS
1520-9210,IEEE TRANSACTIONS ON MULTIMEDIA,SCIE,2.536,10,TELECOMMUNICATIONS
1536-1233,IEEE TRANSACTIONS ON MOBILE COMPUTING,SCI,2.456,11,TELECOMMUNICATIONS
0018-9316,IEEE TRANSACTIONS ON BROADCASTING,SCI,2.381,12,TELECOMMUNICATIONS
0090-6778,IEEE TRANSACTIONS ON COMMUNICATIONS,SCI,2.298,13,TELECOMMUNICATIONS
0018-9545,IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,SCI,2.243,14,TELECOMMUNICATIONS
1063-6692,IEEE-ACM TRANSACTIONS ON NETWORKING,SCI,2.186,15,TELECOMMUNICATIONS
1943-0620,JOURNAL OF OPTICAL COMMUNICATIONS AND NETWORKING,SCIE,2.183,16,TELECOMMUNICATIONS
1932-8184,IEEE SYSTEMS JOURNAL,SCIE,2.114,17,TELECOMMUNICATIONS
0140-3664,COMPUTER COMMUNICATIONS,SCIE,2.099,18,TELECOMMUNICATIONS
0018-926X,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,SCI,2.053,19,TELECOMMUNICATIONS
1527-3342,IEEE MICROWAVE MAGAZINE,SCIE,1.975,20,TELECOMMUNICATIONS
1536-1268,IEEE PERVASIVE COMPUTING,SCIE,1.836,21,TELECOMMUNICATIONS
1536-1225,IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS,SCIE,1.751,22,TELECOMMUNICATIONS
1574-1192,PERVASIVE AND MOBILE COMPUTING,SCIE,1.719,23,TELECOMMUNICATIONS
0018-9251,IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,SCI,1.672,24,TELECOMMUNICATIONS
1570-8705,AD HOC NETWORKS,SCIE,1.660,25,TELECOMMUNICATIONS
1068-5200,OPTICAL FIBER TECHNOLOGY,SCI,1.600,26,TELECOMMUNICATIONS
1383-469X,MOBILE NETWORKS & APPLICATIONS,SCIE,1.538,27,TELECOMMUNICATIONS
1617-4909,PERSONAL AND UBIQUITOUS COMPUTING,SCIE,1.498,28,TELECOMMUNICATIONS
1550-4859,ACM TRANSACTIONS ON SENSOR NETWORKS,SCIE,1.448,29,TELECOMMUNICATIONS
1389-1286,COMPUTER NETWORKS,SCIE,1.446,30,TELECOMMUNICATIONS
1559-8985,PROGRESS IN ELECTROMAGNETICS RESEARCH-PIER,SCIE,1.315,31,TELECOMMUNICATIONS
0256-4602,IETE TECHNICAL REVIEW,SCIE,1.304,32,TELECOMMUNICATIONS
2161-3915,TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES,SCIE,1.295,33,TELECOMMUNICATIONS
1089-7798,IEEE COMMUNICATIONS LETTERS,SCI,1.291,34,TELECOMMUNICATIONS
0048-6604,RADIO SCIENCE,SCI,1.273,35,TELECOMMUNICATIONS
2169-3536,IEEE ACCESS,SCIE,1.249,36,TELECOMMUNICATIONS
1089-7089,BELL LABS TECHNICAL JOURNAL,SCIE,1.200,37,TELECOMMUNICATIONS
0018-9375,IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY,SCI,1.146,38,TELECOMMUNICATIONS
1573-4277,OPTICAL SWITCHING AND NETWORKING,SCIE,1.137,39,TELECOMMUNICATIONS
0098-3063,IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,SCI,1.120,40,TELECOMMUNICATIONS
1751-8784,IET RADAR SONAR AND NAVIGATION,SCI,1.099,41,TELECOMMUNICATIONS
1074-5351,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,SCIE,1.099,41,TELECOMMUNICATIONS
1064-7570,JOURNAL OF NETWORK AND SYSTEMS MANAGEMENT,SCIE,1.078,43,TELECOMMUNICATIONS
1520-9202,IT PROFESSIONAL,SCIE,1.067,44,TELECOMMUNICATIONS
1022-0038,WIRELESS NETWORKS,SCI,1.006,45,TELECOMMUNICATIONS
1936-6442,PEER-TO-PEER NETWORKING AND APPLICATIONS,SCIE,1.000,46,TELECOMMUNICATIONS
0308-5961,TELECOMMUNICATIONS POLICY,SCI,0.982,47,TELECOMMUNICATIONS
0028-1522,NAVIGATION-JOURNAL OF THE INSTITUTE OF NAVIGATION,SCIE,0.979,48,TELECOMMUNICATIONS
1530-8669,WIRELESS COMMUNICATIONS & MOBILE COMPUTING,SCIE,0.922,49,TELECOMMUNICATIONS
1229-2370,JOURNAL OF COMMUNICATIONS AND NETWORKS,SCIE,0.920,50,TELECOMMUNICATIONS
1550-1329,INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS,SCIE,0.906,51,TELECOMMUNICATIONS
1574-017X,MOBILE INFORMATION SYSTEMS,SCIE,0.872,52,TELECOMMUNICATIONS
1868-5137,JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING,SCIE,0.835,53,TELECOMMUNICATIONS
1018-4864,TELECOMMUNICATION SYSTEMS,SCIE,0.822,54,TELECOMMUNICATIONS
1751-8725,IET MICROWAVES ANTENNAS & PROPAGATION,SCI,0.817,55,TELECOMMUNICATIONS
1225-6463,ETRI JOURNAL,SCIE,0.809,56,TELECOMMUNICATIONS
1939-0114,SECURITY AND COMMUNICATION NETWORKS,SCIE,0.806,57,TELECOMMUNICATIONS
1874-4907,PHYSICAL COMMUNICATION,SCIE,0.802,58,TELECOMMUNICATIONS
1434-8411,AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,SCIE,0.786,59,TELECOMMUNICATIONS
1687-5869,INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION,SCIE,0.750,60,TELECOMMUNICATIONS
0003-4347,ANNALS OF TELECOMMUNICATIONS-ANNALES DES TELECOMMUNICATIONS,SCIE,0.722,61,TELECOMMUNICATIONS
1876-1364,JOURNAL OF AMBIENT INTELLIGENCE AND SMART ENVIRONMENTS,SCIE,0.707,62,TELECOMMUNICATIONS
0929-6212,WIRELESS PERSONAL COMMUNICATIONS,SCIE,0.701,63,TELECOMMUNICATIONS
1542-0973,INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING,SCI,0.700,64,TELECOMMUNICATIONS
1055-7148,INTERNATIONAL JOURNAL OF NETWORK MANAGEMENT,SCIE,0.681,65,TELECOMMUNICATIONS
1687-1499,EURASIP JOURNAL ON WIRELESS COMMUNICATIONS AND NETWORKING,SCIE,0.627,66,TELECOMMUNICATIONS
1551-9899,AD HOC & SENSOR WIRELESS NETWORKS,SCIE,0.587,67,TELECOMMUNICATIONS
1751-8768,IET OPTOELECTRONICS,SCI,0.559,68,TELECOMMUNICATIONS
1387-974X,PHOTONIC NETWORK COMMUNICATIONS,SCI,0.557,69,TELECOMMUNICATIONS
1607-9264,JOURNAL OF INTERNET TECHNOLOGY,SCIE,0.533,70,TELECOMMUNICATIONS
1743-8225,INTERNATIONAL JOURNAL OF AD HOC AND UBIQUITOUS COMPUTING,SCIE,0.489,71,TELECOMMUNICATIONS
1759-0787,INTERNATIONAL JOURNAL OF MICROWAVE AND WIRELESS TECHNOLOGIES,SCIE,0.472,72,TELECOMMUNICATIONS
1748-1279,INTERNATIONAL JOURNAL OF SENSOR NETWORKS,SCIE,0.454,73,TELECOMMUNICATIONS
1673-5447,CHINA COMMUNICATIONS,SCIE,0.424,74,TELECOMMUNICATIONS
1054-4887,APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,SCIE,0.389,75,TELECOMMUNICATIONS
1976-7277,KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS,SCIE,0.365,76,TELECOMMUNICATIONS
1064-2269,JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS,SCI,0.331,77,TELECOMMUNICATIONS
0916-8516,IEICE TRANSACTIONS ON COMMUNICATIONS,SCI,0.300,78,TELECOMMUNICATIONS
0377-2063,IETE JOURNAL OF RESEARCH,SCIE,0.284,79,TELECOMMUNICATIONS
0192-6225,MICROWAVE JOURNAL,SCIE,0.167,80,TELECOMMUNICATIONS
1365-4675,ELECTRONICS WORLD,SCIE,0.027,81,TELECOMMUNICATIONS
1755-9278,JOURNAL OF THE INSTITUTE OF TELECOMMUNICATIONS PROFESSIONALS,SCIE,0.021,82,TELECOMMUNICATIONS
0362-1642,ANNUAL REVIEW OF PHARMACOLOGY AND TOXICOLOGY,SCI,14.769,1,TOXICOLOGY
1743-8977,PARTICLE AND FIBRE TOXICOLOGY,SCI,8.649,2,TOXICOLOGY
0091-6765,ENVIRONMENTAL HEALTH PERSPECTIVES,SCI,8.443,3,TOXICOLOGY
1743-5390,NANOTOXICOLOGY,SCIE,7.913,4,TOXICOLOGY
0340-5761,ARCHIVES OF TOXICOLOGY,SCI,6.637,5,TOXICOLOGY
1093-7404,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,SCI,5.552,6,TOXICOLOGY
1040-8444,CRITICAL REVIEWS IN TOXICOLOGY,SCI,5.422,7,TOXICOLOGY
1383-5742,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,SCI,5.261,8,TOXICOLOGY
0012-6667,DRUGS,SCI,4.883,9,TOXICOLOGY
1568-7864,DNA REPAIR,SCI,3.929,10,TOXICOLOGY
1096-6080,TOXICOLOGICAL SCIENCES,SCI,3.880,11,TOXICOLOGY
0041-008X,TOXICOLOGY AND APPLIED PHARMACOLOGY,SCI,3.847,12,TOXICOLOGY
0300-483X,TOXICOLOGY,SCI,3.817,13,TOXICOLOGY
1059-0501,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART C-ENVIRONMENTAL CARCINOGENESIS & ECOTOXICOLOGY REVIEWS,SCI,3.667,14,TOXICOLOGY
0278-6915,FOOD AND CHEMICAL TOXICOLOGY,SCI,3.584,15,TOXICOLOGY
2072-6651,TOXINS,SCIE,3.571,16,TOXICOLOGY
0166-445X,AQUATIC TOXICOLOGY,SCI,3.557,17,TOXICOLOGY
0378-4274,TOXICOLOGY LETTERS,SCI,3.522,18,TOXICOLOGY
0887-2333,TOXICOLOGY IN VITRO,SCI,3.338,19,TOXICOLOGY
0893-6692,ENVIRONMENTAL AND MOLECULAR MUTAGENESIS,SCI,3.326,20,TOXICOLOGY
0114-5916,DRUG SAFETY,SCI,3.206,21,TOXICOLOGY
1559-0631,JOURNAL OF EXPOSURE SCIENCE AND ENVIRONMENTAL EPIDEMIOLOGY,SCIE,3.141,22,TOXICOLOGY
0147-6513,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,SCI,3.130,23,TOXICOLOGY
1742-7835,BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY,SCI,3.097,24,TOXICOLOGY
0893-228X,CHEMICAL RESEARCH IN TOXICOLOGY,SCI,3.025,25,TOXICOLOGY
1556-3650,CLINICAL TOXICOLOGY,SCI,2.886,26,TOXICOLOGY
1520-4081,ENVIRONMENTAL TOXICOLOGY,SCI,2.868,27,TOXICOLOGY
0890-6238,REPRODUCTIVE TOXICOLOGY,SCI,2.850,28,TOXICOLOGY
0742-2091,CELL BIOLOGY AND TOXICOLOGY,SCI,2.842,29,TOXICOLOGY
0141-1136,MARINE ENVIRONMENTAL RESEARCH,SCI,2.769,30,TOXICOLOGY
0730-7268,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,SCI,2.763,31,TOXICOLOGY
0161-813X,NEUROTOXICOLOGY,SCI,2.738,32,TOXICOLOGY
0260-437X,JOURNAL OF APPLIED TOXICOLOGY,SCI,2.722,33,TOXICOLOGY
0009-2797,CHEMICO-BIOLOGICAL INTERACTIONS,SCI,2.618,34,TOXICOLOGY
0027-5107,MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,SCI,2.581,35,TOXICOLOGY
1532-0456,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,SCI,2.546,36,TOXICOLOGY
0892-0362,NEUROTOXICOLOGY AND TERATOLOGY,SCI,2.488,37,TOXICOLOGY
0179-5953,REVIEWS OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,SCI,2.446,38,TOXICOLOGY
0741-8329,ALCOHOL,SCI,2.440,39,TOXICOLOGY
0963-9292,ECOTOXICOLOGY,SCI,2.329,40,TOXICOLOGY
0146-4760,JOURNAL OF ANALYTICAL TOXICOLOGY,SCI,2.322,41,TOXICOLOGY
0041-0101,TOXICON,SCI,2.309,42,TOXICOLOGY
0925-4692,INFLAMMOPHARMACOLOGY,SCIE,2.304,43,TOXICOLOGY
1095-6670,JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY,SCIE,2.303,44,TOXICOLOGY
0267-8357,MUTAGENESIS,SCI,2.297,45,TOXICOLOGY
1383-5718,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,SCI,2.254,46,TOXICOLOGY
1528-7394,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,SCI,2.243,47,TOXICOLOGY
0273-2300,REGULATORY TOXICOLOGY AND PHARMACOLOGY,SCI,2.227,48,TOXICOLOGY
0192-6233,TOXICOLOGIC PATHOLOGY,SCIE,2.197,49,TOXICOLOGY
1382-6689,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,SCI,2.187,50,TOXICOLOGY
2045-452X,TOXICOLOGY RESEARCH,SCIE,2.161,51,TOXICOLOGY
1056-8719,JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS,SCIE,2.147,52,TOXICOLOGY
0163-4356,THERAPEUTIC DRUG MONITORING,SCI,2.094,53,TOXICOLOGY
1530-7905,CARDIOVASCULAR TOXICOLOGY,SCIE,2.063,54,TOXICOLOGY
0090-4341,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,SCI,2.039,55,TOXICOLOGY
2050-6511,BMC PHARMACOLOGY & TOXICOLOGY,SCIE,2.030,56,TOXICOLOGY
1547-691X,JOURNAL OF IMMUNOTOXICOLOGY,SCIE,2.020,57,TOXICOLOGY
1354-750X,BIOMARKERS,SCI,2.016,58,TOXICOLOGY
0895-8378,INHALATION TOXICOLOGY,SCI,2.012,59,TOXICOLOGY
0178-7888,MYCOTOXIN RESEARCH,SCIE,2.000,60,TOXICOLOGY
1542-0752,BIRTH DEFECTS RESEARCH PART A-CLINICAL AND MOLECULAR TERATOLOGY,SCI,1.954,61,TOXICOLOGY
1062-936X,SAR AND QSAR IN ENVIRONMENTAL RESEARCH,SCI,1.897,62,TOXICOLOGY
1944-0049,FOOD ADDITIVES AND CONTAMINANTS PART A-CHEMISTRY ANALYSIS CONTROL EXPOSURE & RISK ASSESSMENT,SCI,1.878,63,TOXICOLOGY
0003-4878,ANNALS OF OCCUPATIONAL HYGIENE,SCI,1.743,64,TOXICOLOGY
0049-8254,XENOBIOTICA,SCI,1.723,65,TOXICOLOGY
0940-2993,EXPERIMENTAL AND TOXICOLOGIC PATHOLOGY,SCI,1.716,66,TOXICOLOGY
0748-2337,TOXICOLOGY AND INDUSTRIAL HEALTH,SCIE,1.688,67,TOXICOLOGY
0148-0545,DRUG AND CHEMICAL TOXICOLOGY,SCI,1.653,68,TOXICOLOGY
0892-3973,IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,SCI,1.617,69,TOXICOLOGY
0960-3271,HUMAN & EXPERIMENTAL TOXICOLOGY,SCI,1.604,70,TOXICOLOGY
0954-0105,FOOD AND AGRICULTURAL IMMUNOLOGY,SCIE,1.548,71,TOXICOLOGY
1551-3777,INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,SCIE,1.530,72,TOXICOLOGY
1678-9199,JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES,SCIE,1.488,73,TOXICOLOGY
1537-6516,TOXICOLOGY MECHANISMS AND METHODS,SCIE,1.476,74,TOXICOLOGY
1939-3210,FOOD ADDITIVES & CONTAMINANTS PART B-SURVEILLANCE,SCI,1.467,75,TOXICOLOGY
0731-8898,JOURNAL OF ENVIRONMENTAL PATHOLOGY TOXICOLOGY AND ONCOLOGY,SCIE,1.246,76,TOXICOLOGY
1738-642X,MOLECULAR & CELLULAR TOXICOLOGY,SCIE,1.240,77,TOXICOLOGY
0388-1350,JOURNAL OF TOXICOLOGICAL SCIENCES,SCIE,1.224,78,TOXICOLOGY
0007-4861,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,SCI,1.191,79,TOXICOLOGY
1556-9527,CUTANEOUS AND OCULAR TOXICOLOGY,SCIE,1.119,80,TOXICOLOGY
1091-5818,INTERNATIONAL JOURNAL OF TOXICOLOGY,SCIE,1.077,81,TOXICOLOGY
0019-8366,INDUSTRIAL HEALTH,SCIE,1.057,82,TOXICOLOGY
0004-1254,ARHIV ZA HIGIJENU RADA I TOKSIKOLOGIJU-ARCHIVES OF INDUSTRIAL HYGIENE AND TOXICOLOGY,SCIE,0.971,83,TOXICOLOGY
1542-9733,BIRTH DEFECTS RESEARCH PART B-DEVELOPMENTAL AND REPRODUCTIVE TOXICOLOGY,SCI,0.965,84,TOXICOLOGY
1556-9543,TOXIN REVIEWS,SCI,0.857,85,TOXICOLOGY
0914-9198,JOURNAL OF TOXICOLOGIC PATHOLOGY,SCIE,0.848,86,TOXICOLOGY
0015-4725,FLUORIDE,SCI,0.797,87,TOXICOLOGY
0277-2248,TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY,SCIE,0.634,88,TOXICOLOGY
0954-2299,CHEMICAL SPECIATION AND BIOAVAILABILITY,SCIE,0.457,89,TOXICOLOGY
1053-2498,JOURNAL OF HEART AND LUNG TRANSPLANTATION,SCI,7.509,1,TRANSPLANTATION
1600-6135,AMERICAN JOURNAL OF TRANSPLANTATION,SCIE,5.669,2,TRANSPLANTATION
0931-0509,NEPHROLOGY DIALYSIS TRANSPLANTATION,SCI,4.085,3,TRANSPLANTATION
1083-8791,BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION,SCI,3.980,4,TRANSPLANTATION
1527-6465,LIVER TRANSPLANTATION,SCI,3.951,5,TRANSPLANTATION
0955-470X,TRANSPLANTATION REVIEWS,SCIE,3.915,6,TRANSPLANTATION
0908-665X,XENOTRANSPLANTATION,SCI,3.789,7,TRANSPLANTATION
1547-3287,STEM CELLS AND DEVELOPMENT,SCI,3.777,8,TRANSPLANTATION
0041-1337,TRANSPLANTATION,SCI,3.690,9,TRANSPLANTATION
0268-3369,BONE MARROW TRANSPLANTATION,SCI,3.636,10,TRANSPLANTATION
0963-6897,CELL TRANSPLANTATION,SCI,3.427,11,TRANSPLANTATION
0934-0874,TRANSPLANT INTERNATIONAL,SCI,2.835,12,TRANSPLANTATION
1087-2418,CURRENT OPINION IN ORGAN TRANSPLANTATION,SCIE,2.680,13,TRANSPLANTATION
1058-2916,ASAIO JOURNAL,SCI,2.291,14,TRANSPLANTATION
0160-564X,ARTIFICIAL ORGANS,SCI,1.993,15,TRANSPLANTATION
0902-0063,CLINICAL TRANSPLANTATION,SCI,1.844,16,TRANSPLANTATION
1398-2273,TRANSPLANT INFECTIOUS DISEASE,SCIE,1.459,17,TRANSPLANTATION
1434-7229,JOURNAL OF ARTIFICIAL ORGANS,SCIE,1.438,18,TRANSPLANTATION
0966-3274,TRANSPLANT IMMUNOLOGY,SCI,1.317,19,TRANSPLANTATION
1397-3142,PEDIATRIC TRANSPLANTATION,SCIE,1.284,20,TRANSPLANTATION
